,Probe,mean_group1,mean_group2,delta_beta,coef_group,t_stat,p_value,n_samples,df_resid,FDR
285829,cg15963246,0.7793420818167756,0.7484346192400737,0.03090746257670185,0.25060156751957163,3.9020506264722528,0.0003159298197306431,49,45,0.8363750377745972
433109,cg25475999,0.7723680893257192,0.8185533279364091,-0.046185238610689905,-0.38748057341539954,-3.8944788159402544,0.00032338555843596217,49,45,0.8363750377745972
297028,cg16622061,0.5002781284301222,0.38715964019844684,0.11311848823167536,0.6824534851259407,3.8916671219057126,0.00032619723843266843,49,45,0.8363750377745972
317317,cg17923358,0.26836484641298103,0.18103224407816876,0.08733260233481227,0.6733668566868819,3.89617073597613,0.00032170495527936036,49,45,0.8363750377745972
144467,cg07613364,0.2615380173954078,0.16714257416315556,0.09439544323225221,0.7408971160720195,3.895980028956052,0.00032189396355696394,49,45,0.8363750377745972
269814,cg14933807,0.8192508230959682,0.8691408570653477,-0.04989003396937952,-0.48870354930072,-3.893679113916541,0.0003241828629148091,49,45,0.8363750377745972
264477,cg14611750,0.3518184981056057,0.17748162257547312,0.1743368755301326,1.2615714415564652,3.8917844687861005,0.0003260794209490656,49,45,0.8363750377745972
22847,cg01111856,0.5846804493767804,0.809764724736513,-0.22508427535973252,-1.5879307537532272,-3.886746599018469,0.00033117470943926124,49,45,0.8400068454007809
184767,cg09959585,0.27424459080587626,0.17679664775660556,0.09744794304927071,0.8091422891424366,3.888102270500711,0.00032979606725736963,49,45,0.8400068454007809
301630,cg16902863,0.7301951889806357,0.8056559525518505,-0.07546076357121478,-0.5478093474027572,-3.871388039446853,0.0003471877750515174,49,45,0.8430572744893646
40202,cg02011639,0.2569396156885835,0.13661157698279708,0.1203280387057864,1.0258924374266611,3.873105973894469,0.0003453601247301318,49,45,0.8430572744893646
397746,cg23221363,0.7880620154377108,0.8716572040532367,-0.08359518861552584,-0.6733711265256879,-3.8592393518538692,0.00036038169559310623,49,45,0.8430572744893646
395965,cg23104930,0.9212907595565389,0.940627330696395,-0.019336571139856096,-0.42048835844415483,-3.8475984442905182,0.0003734777732121973,49,45,0.8430572744893646
92203,cg04744409,0.7322992138419451,0.6080779190459883,0.12422129479595678,0.8344565517398219,3.868054916408375,0.00035076046271240223,49,45,0.8430572744893646
278705,cg15518622,0.24479453227272513,0.08652083361508213,0.158273698657643,1.236240303999302,3.8755749087133897,0.000342749785577759,49,45,0.8430572744893646
23043,cg01122304,0.15960882628053227,0.049737807715725085,0.10987101856480719,1.0663043460921175,3.8511586348230415,0.00036942451169281353,49,45,0.8430572744893646
440497,cg25979373,0.8085074537181483,0.8701424022911421,-0.0616349485729939,-0.5636533127387641,-3.8556926674218657,0.0003643240098296349,49,45,0.8430572744893646
25947,cg01275523,0.14616020467968727,0.10423566569008008,0.041924538989607185,0.4830491609862391,3.8740225795357817,0.0003443887874424899,49,45,0.8430572744893646
173279,cg09274587,0.38234912964762274,0.2969275970132903,0.08542153263433244,0.5593189123066207,3.8776055878581763,0.000340617103278678,49,45,0.8430572744893646
184670,cg09951588,0.8024660085953463,0.8371734983707774,-0.03470748977543103,-0.3254094564165144,-3.8526546971552738,0.0003677339585946179,49,45,0.8430572744893646
303697,cg17040303,0.1852261458536265,0.13424386829974957,0.05098227755387694,0.5421944347194174,3.871120645613737,0.0003474730852841741,49,45,0.8430572744893646
136159,cg07157025,0.08472298496761792,0.10277264925473317,-0.018049664287115255,-0.3174714712729197,-3.8485295282059804,0.0003724136099736374,49,45,0.8430572744893646
136771,cg07186557,0.7602813005155317,0.8602422671665854,-0.0999609666510537,-0.7751533088876298,-3.864510500553467,0.0003545985971925929,49,45,0.8430572744893646
117482,cg06139893,0.7223010514472652,0.7920076718021762,-0.06970662035491104,-0.5159806511801922,-3.8631129393818275,0.00035612309886977014,49,45,0.8430572744893646
340082,cg19395706,0.6131713752648347,0.5508061807553998,0.062365194509434896,0.37435743695665885,3.8497135564511016,0.0003710645783611747,49,45,0.8430572744893646
236732,cg13205059,0.6510420586843457,0.8410041045348974,-0.18996204585055165,-1.4383245240590983,-3.8621367809425537,0.00035719167585493064,49,45,0.8430572744893646
246540,cg13717562,0.7447888066120265,0.8278938231434512,-0.08310501653142466,-0.6258211386087531,-3.876708335012125,0.0003415578398434165,49,45,0.8430572744893646
219886,cg12088946,0.44877494732939355,0.5565097429019485,-0.107734795572555,-0.6372645181497374,-3.8784327417761135,0.0003397520816182331,49,45,0.8430572744893646
171578,cg09174817,0.5760587470151586,0.8156413950367689,-0.23958264802161033,-1.7798817217969238,-3.8533338395027323,0.00036696899477515967,49,45,0.8430572744893646
215080,cg11806680,0.544566665523078,0.4480104772650964,0.09655618825798157,0.5675341902655087,3.8630948454332756,0.00035614287775382014,49,45,0.8430572744893646
219876,cg12087797,0.2225179261368883,0.06155646295607515,0.16096146318081317,1.3083179818999042,3.8579777681977228,0.00036177926233931526,49,45,0.8430572744893646
23199,cg01131961,0.810123685928726,0.8711908912720544,-0.061067205343328435,-0.5466656934889635,-3.8531367538307113,0.0003671908272152036,49,45,0.8430572744893646
443676,cg26173420,0.7847091753153699,0.8873987320417334,-0.10268955672636348,-0.8547072970425642,-3.8388623711533465,0.0003836065748606777,49,45,0.8439845297435875
300126,cg16796164,0.9116173129042924,0.8922557278206383,0.019361585083654043,0.32510216431852,3.8422690224536806,0.00037962566759620626,49,45,0.8439845297435875
300642,cg16832295,0.5954749550439921,0.47612151825941174,0.11935343678458032,0.7094129851220109,3.843651663840011,0.0003780213623317508,49,45,0.8439845297435875
310022,cg17436293,0.8735258300519588,0.8500967349056514,0.02342909514630742,0.2961547896523663,3.835319470714473,0.00038778944532255166,49,45,0.8439845297435875
181850,cg09788586,0.8037703463437158,0.8707796450203525,-0.06700929867663674,-0.6076834277109328,-3.836842172023103,0.00038598632364979685,49,45,0.8439845297435875
153262,cg08118241,0.2931048496965455,0.19912258700349356,0.09398226269305193,0.7470074669923614,3.8390884590201155,0.00038334113156567235,49,45,0.8439845297435875
154861,cg08201736,0.7505885086029211,0.8367842672969218,-0.08619575869400065,-0.6407632020265864,-3.8319753906193887,0.0003917779553855633,49,45,0.8439845297435875
182719,cg09837243,0.8150981698796191,0.8692997523113168,-0.054201582431697704,-0.5313457137569314,-3.840725602495283,0.0003814242930402353,49,45,0.8439845297435875
160123,cg08498653,0.7981924605432702,0.878990472282065,-0.08079801173879475,-0.7822064100054879,-3.832313240174889,0.0003913732081389914,49,45,0.8439845297435875
171686,cg09180512,0.85455545884515,0.9483349083715891,-0.09377944952643902,-1.0703128186762256,-3.8323597609059368,0.00039131750745208455,49,45,0.8439845297435875
7579,cg00368844,0.5467832180667026,0.632127095179432,-0.0853438771127294,-0.5098282542693572,-3.8282315129616333,0.00039629029421766416,49,45,0.8498247214350699
103264,cg05338567,0.9136433840438155,0.8914968702329383,0.022146513810877178,0.3701831266117942,3.8237406438116093,0.00040176914857127525,49,45,0.8539947202953976
100431,cg05184682,0.1977079778887378,0.2915483951769205,-0.09384041728818268,-0.8538520212987839,-3.8236706107635925,0.0004018551650361255,49,45,0.8539947202953976
194830,cg10542446,0.8452042121489615,0.8765166954245325,-0.03131248327557101,-0.36868504805116425,-3.817233857217187,0.000409837301135765,49,45,0.8648367697587822
168310,cg08975046,0.6256719023670585,0.7442713188642672,-0.11859941649720873,-0.7764477578159533,-3.81514815957752,0.0004124564111495552,49,45,0.8648367697587822
15842,cg00770372,0.4786664483146065,0.6017452465901453,-0.1230787982755388,-0.7661888931462189,-3.8159985684702686,0.0004113865678720576,49,45,0.8648367697587822
159743,cg08478006,0.7215600725971965,0.8074906980850227,-0.08593062548782626,-0.612943105402697,-3.811694993458404,0.0004168282593846848,49,45,0.8663031690936001
450290,cg26561603,0.350394377510563,0.2292928874801544,0.12110149003040863,0.8809769010217458,3.8120863319564453,0.0004163305715994095,49,45,0.8663031690936001
449964,cg26544594,0.2203111879270225,0.1403202727659171,0.0799909151611054,0.6995835187957666,3.787510518418857,0.00044872411192320997,49,45,0.8755053195119213
198528,cg10775844,0.7059107171632247,0.8224643944904536,-0.11655367732722888,-0.7895221787451616,-3.790353676968173,0.0004448557230477288,49,45,0.8755053195119213
180169,cg09679939,0.7963110944864733,0.8854812848560276,-0.08917019036955431,-0.738055907599683,-3.7861500596896116,0.0004505865997033391,49,45,0.8755053195119213
664,cg00027995,0.9008711038764348,0.8829805595835158,0.01789054429291892,0.2709892661277512,3.7964304409812764,0.00043669522926747704,49,45,0.8755053195119213
205068,cg11184439,0.7656538069238298,0.8267256256314162,-0.06107181870758638,-0.512323780638486,-3.7994457904496,0.00043269969444463595,49,45,0.8755053195119213
276509,cg15377585,0.2897206710647185,0.21300895896777136,0.07671171209694713,0.5617589274968183,3.7984925185581435,0.00043395901503171246,49,45,0.8755053195119213
119856,cg06286521,0.923694989100204,0.9067647756349728,0.01693021346523116,0.30605412510642505,3.792473453337822,0.00044199251081321165,49,45,0.8755053195119213
257122,cg14241738,0.11044964014643299,0.06593549853981034,0.04451414160662265,0.5872801763809723,3.786118300023819,0.0004506301680544231,49,45,0.8755053195119213
274063,cg15198493,0.9011698186710217,0.8826436029427618,0.018526215728259965,0.2809901889252622,3.785833147777377,0.000451021525860224,49,45,0.8755053195119213
318376,cg17991430,0.9321977129869021,0.9518842843700968,-0.01968657138319463,-0.4986321047978037,-3.793583099536913,0.0004405007903023345,49,45,0.8755053195119213
371309,cg21450215,0.6445224555779969,0.7712942767837931,-0.12677182120579622,-0.8761360117228638,-3.7981948144506466,0.0004343530211139691,49,45,0.8755053195119213
371442,cg21459850,0.7943044190476867,0.8360257721118766,-0.04172135306418989,-0.38321483502157994,-3.8067767422613223,0.0004231322296567499,49,45,0.8755053195119213
64511,cg03270167,0.20336482219370375,0.10921942603397818,0.09414539615972557,0.821949417208486,3.7967261566130284,0.00043630181847314917,49,45,0.8755053195119213
333209,cg18912847,0.762022216074394,0.824600197931641,-0.06257798185724694,-0.5311323099485724,-3.784537591746518,0.0004528037448909528,49,45,0.8755053195119213
116216,cg06065695,0.8801702063539683,0.8977191276960033,-0.017548921342035007,-0.25038740676488686,-3.7880697944183384,0.000447960609856387,49,45,0.8755053195119213
102554,cg05299545,0.7739795049385776,0.8537376482204214,-0.07975814328184383,-0.6244265843084232,-3.7964600711068246,0.0004366557948612827,49,45,0.8755053195119213
72202,cg03668948,0.7562315215657702,0.8902701265348227,-0.1340386049690525,-1.0183497211694115,-3.797161987743375,0.00043572262547312277,49,45,0.8755053195119213
429915,cg25272645,0.08446210356876135,0.10052286917908432,-0.016060765610322963,-0.2772567191086339,-3.780596275357701,0.0004582674227131476,49,45,0.8774487305480063
219894,cg12089246,0.07816484272984837,0.06338904595580606,0.01477579677404231,0.30384994943284166,3.779793187289169,0.0004593884773280658,49,45,0.8774487305480063
197485,cg10706389,0.20147478869316077,0.15975785214290422,0.041716936550256545,0.38137433025289286,3.7819575369710434,0.00045637321814920014,49,45,0.8774487305480063
206501,cg11265958,0.2835991316513172,0.18696451304006403,0.09663461861125319,0.7611791267633883,3.775456418731272,0.00046548813331228863,49,45,0.8855142179271702
340033,cg19392326,0.7639044037676228,0.8027266486388793,-0.03882224487125652,-0.32753111656057443,-3.772281662479125,0.00047000283520000076,49,45,0.8905119180233781
47826,cg02400474,0.849784341356552,0.8942430387484933,-0.044458697391941304,-0.5032977990147661,-3.767758576180253,0.0004765079057918984,49,45,0.8925074746354592
466530,cg27539472,0.6622989820609212,0.7354686924464751,-0.07316971038555387,-0.4877401467032288,-3.76963737204377,0.00047379536814848777,49,45,0.8925074746354592
120538,cg06329737,0.9045956337536909,0.8823577004465706,0.022237933307120317,0.3339254160477224,3.7676042064609225,0.00047673144334134355,49,45,0.8925074746354592
92329,cg04751297,0.4282983448278915,0.5868979843635861,-0.15859963953569461,-0.9393036256065742,-3.7653459874077564,0.00048001306799377906,49,45,0.8950991510080518
17586,cg00858483,0.6870694096025001,0.7802037757979523,-0.09313436619545223,-0.6143571033180878,-3.7617862589675815,0.0004852302780661184,49,45,0.9012655722667529
227777,cg12600631,0.8622453582891014,0.893209612031868,-0.030964253742766568,-0.3941235999847257,-3.76011062094078,0.00048770499873054547,49,45,0.9023097121415607
186952,cg10091265,0.6806193449514243,0.5265961562896505,0.15402318866177378,0.9287978972096348,3.751654350672805,0.000500380589805374,49,45,0.9174664136406477
214463,cg11774399,0.18716440233642143,0.1015708514268803,0.08559355090954113,0.8101599988597784,3.7485322113481785,0.0005051402804564421,49,45,0.9174664136406477
5017,cg00240719,0.7103011863234356,0.7953672143005937,-0.08506602797715801,-0.6265026750180048,-3.7482185996690487,0.0005056207833467967,49,45,0.9174664136406477
416687,cg24433095,0.752614570084024,0.8923525415652265,-0.13973797148120248,-1.0520297743618445,-3.7522175255385046,0.0004995266431541543,49,45,0.9174664136406477
405996,cg23737190,0.6502380802698318,0.4254074873950301,0.22483059287480167,1.5802014856492133,3.7507248932181287,0.0005017930099941987,49,45,0.9174664136406477
431196,cg25354848,0.8048696206944534,0.8815103376642949,-0.07664071696984143,-0.6284720894642423,-3.7109935524821487,0.0005658922703099797,49,45,0.9211384882917755
40318,cg02017348,0.7341016383268747,0.8531416274825132,-0.11903998915563851,-0.8300975917850447,-3.7265479410620084,0.000539911243480669,49,45,0.9211384882917755
341738,cg19501458,0.866855619158275,0.8453986949897013,0.0214569241685737,0.25341958761044914,3.720572532792906,0.0005497534059860534,49,45,0.9211384882917755
362742,cg20864326,0.7707067446983312,0.8215947144258148,-0.05088796972748355,-0.42763415728389054,-3.718272087734743,0.0005535883404046312,49,45,0.9211384882917755
360328,cg20699200,0.0787305136635122,0.06094252941027937,0.017787984253232837,0.3585798724981056,3.725678802098233,0.0005413321977210168,49,45,0.9211384882917755
347717,cg19857707,0.794223730182537,0.8511947315728037,-0.05697100139026667,-0.5340374743132202,-3.7191411099584406,0.0005521366294127346,49,45,0.9211384882917755
366707,cg21138542,0.39882901875872423,0.3244165512732007,0.07441246748552355,0.4929871538413844,3.7408002556769437,0.0005171160759877067,49,45,0.9211384882917755
413593,cg24221373,0.7204641834574935,0.913296545207561,-0.19283236175006746,-1.5734585960614076,-3.7319625441235975,0.0005311394386501352,49,45,0.9211384882917755
377882,cg21890239,0.4947804388152748,0.40817942726396,0.08660101155131478,0.49276554923892113,3.729482191626262,0.0005351405133727933,49,45,0.9211384882917755
404125,cg23630568,0.752420865891639,0.810689224399147,-0.058268358507508,-0.45745412653063966,-3.736233421445341,0.0005243174497928459,49,45,0.9211384882917755
422713,cg24803138,0.07444891679884205,0.08889666917727138,-0.014447752378429324,-0.28206759088010797,-3.7311484705400444,0.0005324494412191483,49,45,0.9211384882917755
34863,cg01749436,0.26251659864936006,0.1481377107316183,0.11437888791774176,0.9338813299341453,3.7321682194750343,0.0005308089583621747,49,45,0.9211384882917755
52057,cg02624051,0.7039479830320134,0.817503901404055,-0.1135559183720416,-0.8125310274407189,-3.729836230489379,0.0005345676407224588,49,45,0.9211384882917755
72957,cg03711622,0.06575967790857265,0.07864097224444887,-0.012881294335876217,-0.2622636820624115,-3.729250443127802,0.0005355158271546127,49,45,0.9211384882917755
50223,cg02531431,0.8039754769538104,0.8492643209164789,-0.04528884396266841,-0.4223254023463855,-3.7133715575859005,0.0005618437372685182,49,45,0.9211384882917755
108425,cg05627441,0.12838286207997235,0.16632820825775665,-0.037945346177784306,-0.4587258895505718,-3.7417215468107448,0.0005156748954613955,49,45,0.9211384882917755
338488,cg19282443,0.8028739696184377,0.8519496046040972,-0.04907563498565948,-0.4563365475370361,-3.718701179071119,0.0005528710802271876,49,45,0.9211384882917755
328840,cg18635361,0.8557591665694565,0.8774689914760422,-0.021709824906585684,-0.2792014757477848,-3.7113425438564636,0.0005652963630763053,49,45,0.9211384882917755
238492,cg13316430,0.224811750885629,0.145134963947881,0.07967678693774799,0.7078721238918682,3.741835816873221,0.0005154964120515245,49,45,0.9211384882917755
238469,cg13315694,0.7710065302264613,0.8374200213514614,-0.06641349112500017,-0.500651662896751,-3.741911648402643,0.0005153780003074718,49,45,0.9211384882917755
270822,cg14996686,0.7414332984498588,0.8386663616115375,-0.09723306316167868,-0.68560747234482,-3.7218085871199365,0.000547703426177412,49,45,0.9211384882917755
121013,cg06359703,0.2705078084059165,0.17783157833681515,0.09267623006910133,0.7099365474193242,3.7257695283618584,0.000541183701365841,49,45,0.9211384882917755
317664,cg17944263,0.8012992947364282,0.7380743456723855,0.06322494906404275,0.5887480354903398,3.711130007758066,0.0005656591992592459,49,45,0.9211384882917755
248060,cg13797468,0.6842733949651001,0.7482165316392734,-0.06394313667417328,-0.46886048468626057,-3.7299765715850675,0.0005343407172873392,49,45,0.9211384882917755
152615,cg08082908,0.14562324180501718,0.047470231130095235,0.09815301067492194,1.0219784147362672,3.710802443499114,0.0005662188473938325,49,45,0.9211384882917755
199164,cg10811232,0.700135860048939,0.7485278017515237,-0.04839194170258465,-0.3421970812729551,-3.721834074455279,0.0005476612332787707,49,45,0.9211384882917755
256306,cg14204415,0.29493217006815564,0.10239924661386574,0.1925329234542899,1.44509788743451,3.7134576110221666,0.0005616977557848173,49,45,0.9211384882917755
149359,cg07896068,0.8956429331154365,0.8778065243868358,0.017836408728600706,0.2635954266690329,3.732785404382371,0.0005298184501222729,49,45,0.9211384882917755
443381,cg26157149,0.22378757783036873,0.15439728075662482,0.06939029707374392,0.6036114575249436,3.7293387090539185,0.0005353728517307527,49,45,0.9211384882917755
193595,cg10479325,0.056960626805781706,0.04359142697218985,0.013369199833591854,0.3641929785948484,3.7157413758380775,0.0005578368753052258,49,45,0.9211384882917755
286235,cg15987431,0.7881907814242469,0.8554176594467094,-0.06722687802246252,-0.5629629094695773,-3.708302223300921,0.0005705080943449087,49,45,0.9221625444763695
414540,cg24299074,0.7348262590968447,0.8575169741027837,-0.12269071500593898,-0.8554266431224659,-3.708157326284584,0.0005707576280145998,49,45,0.9221625444763695
336523,cg19147570,0.1483000914358522,0.06943564242261722,0.07886444901323499,0.8012971930778519,3.7037679789261704,0.0005783666823587859,49,45,0.928099506927026
294478,cg16482314,0.23589740453450753,0.167055866231786,0.06884153830272152,0.6341331849093801,3.7045239238043863,0.0005770493120878122,49,45,0.928099506927026
387982,cg22614239,0.2331699689647705,0.17034167489821123,0.06282829406655926,0.5206760415099817,3.701389895490213,0.0005825298133883773,49,45,0.9309441937191404
251666,cg13979305,0.18296171382046375,0.14096289121340708,0.041998822607056674,0.4408318632471006,3.700505191768137,0.0005840859413854062,49,45,0.9309441937191404
172449,cg09231518,0.7140519918244396,0.8025082398534723,-0.08845624802903274,-0.6856326784116153,-3.69811934650172,0.0005883024211977547,49,45,0.9345075015833519
62856,cg03178887,0.8836640127426327,0.8675147927943546,0.016149219948278115,0.2241631353766119,3.696217193711651,0.0005916850349984481,49,45,0.9367267588138686
341773,cg19503441,0.73737872806769,0.8662796235761051,-0.1289008955084151,-0.9236864505908197,-3.692916365206113,0.0005975993644570844,49,45,0.9408490212339391
95305,cg04906797,0.7094908975814445,0.881228287434458,-0.17173738985301357,-1.2248398684994815,-3.6925399663659926,0.0005982773848988228,49,45,0.9408490212339391
204832,cg11167100,0.08535471018693985,0.0643684440764733,0.020986266110466556,0.39993239640731637,3.6913749310526804,0.0006003806953474636,49,45,0.9410199470775117
109501,cg05687617,0.8272472492988749,0.8961431023222859,-0.06889585302341095,-0.7787701817541697,-3.675230630157933,0.000630269008967364,49,45,0.9414111012051514
151079,cg07991529,0.6643251993142387,0.7365844104335819,-0.07225921111934319,-0.5120325121284813,-3.665227021225273,0.0006495010857813905,49,45,0.9414111012051514
336658,cg19159162,0.06855163989734323,0.05157806996750419,0.016973569929839033,0.388713946886448,3.68200318835634,0.0006175606537993354,49,45,0.9414111012051514
115700,cg06034711,0.7559044910488693,0.8269420323082037,-0.07103754125933448,-0.660544938986603,-3.669697174187566,0.000640838467712155,49,45,0.9414111012051514
73952,cg03761091,0.41406299952097225,0.49238256097626804,-0.07831956145529578,-0.4590096322219176,-3.670125060814097,0.000640015121890148,49,45,0.9414111012051514
439334,cg25907916,0.13582609921307903,0.08564873177411436,0.05017736743896467,0.5499558894366862,3.659636262564701,0.0006604937364717487,49,45,0.9414111012051514
247127,cg13749420,0.5456770116036732,0.635854482284622,-0.09017747068094883,-0.5362529814634686,-3.6767556864135025,0.0006273855763256275,49,45,0.9414111012051514
216882,cg11907607,0.7623709553300972,0.8379021291635376,-0.07553117383344032,-0.5433362288760454,-3.6795047269531898,0.0006222199463264639,49,45,0.9414111012051514
220298,cg12113740,0.793328777809647,0.8290088130594108,-0.03568003524976382,-0.3355731230181748,-3.6701886629352654,0.0006398928245554007,49,45,0.9414111012051514
159933,cg08489324,0.24343440648495174,0.16634854314477598,0.07708586334017575,0.6401452188337149,3.679701676042922,0.0006218514394694712,49,45,0.9414111012051514
453529,cg26763524,0.11620998938422925,0.13442889083427292,-0.01821890145004368,-0.24118055659628929,-3.660205812944264,0.000659365750979061,49,45,0.9414111012051514
181699,cg09779339,0.6739758093980067,0.8054202484048428,-0.1314444390068361,-0.8621522282081759,-3.679112193616013,0.0006229550325173502,49,45,0.9414111012051514
458675,cg27057602,0.1541961810883495,0.11830184825379311,0.0358943328345564,0.4319780136973804,3.688243227411651,0.0006060698580849867,49,45,0.9414111012051514
446136,cg26318825,0.20871975125700848,0.1771162180713311,0.03160353318567738,0.2853684108441016,3.6634098826972914,0.000653054550860621,49,45,0.9414111012051514
172130,cg09212372,0.7771339935811503,0.8679463822630519,-0.09081238868190156,-0.7159832289821954,-3.665880030627856,0.000648228651207733,49,45,0.9414111012051514
131519,cg06918928,0.7924736921794238,0.8418387603232174,-0.0493650681437936,-0.4401610944432679,-3.662392005812063,0.000655053191749813,49,45,0.9414111012051514
144974,cg07642035,0.8481804502516116,0.8226827825605652,0.025497667691046444,0.26975508744586746,3.6790329709537044,0.0006231034917834647,49,45,0.9414111012051514
139135,cg07318335,0.6456178261425978,0.8261549885599782,-0.18053716241738038,-1.4507927203545419,-3.6700790497923137,0.0006401036081822017,49,45,0.9414111012051514
284234,cg15857627,0.8858277795208527,0.8570922825730682,0.028735496947784434,0.3866369031473226,3.671654999517719,0.000637079498596917,49,45,0.9414111012051514
263216,cg14550383,0.3079947823504005,0.3661731429987896,-0.058178360648389105,-0.4433174061094276,-3.665991114862727,0.000648012434313906,49,45,0.9414111012051514
129986,cg06842409,0.6883585566413678,0.5583666816529764,0.12999187498839138,0.83482861292658,3.6706806738424627,0.0006389475199272234,49,45,0.9414111012051514
301247,cg16876964,0.7466085197738804,0.7883904198158005,-0.04178190004192006,-0.34630643959899193,-3.6799873184917313,0.0006213173532861971,49,45,0.9414111012051514
32907,cg01635063,0.7158549929458168,0.6106237588472874,0.10523123409852941,0.6868019871665917,3.6646630322359997,0.0006506019889857297,49,45,0.9414111012051514
40516,cg02027429,0.5427500523814848,0.6754487492519403,-0.13269869687045555,-0.8416443674593872,-3.6661793044313438,0.0006476462959659988,49,45,0.9414111012051514
394929,cg23046903,0.08109262255887972,0.07105568097674113,0.010036941582138595,0.21489104824662678,3.660376098696084,0.0006590288622733146,49,45,0.9414111012051514
333357,cg18922994,0.7863829359323915,0.8541380783874502,-0.06775514245505865,-0.6010353284772678,-3.6746406215964607,0.0006313879550028953,49,45,0.9414111012051514
335517,cg19076587,0.8564618197779477,0.8307001611561674,0.02576165862178026,0.2840130967001512,3.6805642321443237,0.0006202400007319796,49,45,0.9414111012051514
79924,cg04089426,0.07681211918614918,0.051891947817069364,0.024920171369079813,0.48955198708263514,3.683121936204626,0.0006154852288215829,49,45,0.9414111012051514
105916,cg05485379,0.8544861023125183,0.950329673160568,-0.09584357084804973,-1.0066628099560888,-3.6774014941857818,0.0006261683690266407,49,45,0.9414111012051514
84246,cg04307927,0.06205684490264338,0.04021915651573386,0.02183768838690952,0.5071563724171273,3.6793886565470437,0.0006224372212605263,49,45,0.9414111012051514
138719,cg07296841,0.37930442712356904,0.22774822433170117,0.15155620279186788,1.0155751096903647,3.6559770405357455,0.0006677851041079659,49,45,0.9432544569788983
261172,cg14451627,0.6256604430293851,0.8390676054401758,-0.21340716241079072,-1.6461977135715116,-3.6561999460760837,0.0006673387397082474,49,45,0.9432544569788983
77342,cg03951394,0.5022746795615347,0.7693479729050489,-0.26707329334351415,-1.8192624818715442,-3.656020571188491,0.0006676979122178501,49,45,0.9432544569788983
243161,cg13554242,0.7273857290306112,0.7770821927040504,-0.04969646367343927,-0.3556819333392964,-3.6526615663466298,0.0006744582335171887,49,45,0.9498365103000173
348670,cg19913934,0.129295606771186,0.08917896640933723,0.04011664036184878,0.4945347961833263,3.644724334813714,0.0006906948783332546,49,45,0.9698075565630492
234685,cg13066495,0.756251213449814,0.8455609360565702,-0.08930972260675618,-0.6685246810284968,-3.643192736665544,0.0006938708706358632,49,45,0.9713759806460442
72641,cg03694555,0.09407862659464028,0.07376488255482161,0.02031374403981867,0.3521709573595942,3.639226145661659,0.000702161494282845,49,45,0.9800741053587761
2292,cg00100440,0.7474364044768822,0.8008076256974654,-0.05337122122058324,-0.39662040390230224,-3.6344917097237763,0.0007121815311740533,49,45,0.9899729339759169
264044,cg14590098,0.2028254959878505,0.13820912202408026,0.06461637396377024,0.6164563109790298,3.6338968585014833,0.0007134501483783969,49,45,0.9899729339759169
258685,cg14320496,0.8416644176442433,0.8770020193504292,-0.03533760170618594,-0.3859149178820804,-3.6293500046246097,0.0007232189687200316,49,45,0.9918590751272319
301135,cg16869281,0.6111870277199246,0.7935977204232101,-0.18241069270328547,-1.5306181970607629,-3.630194995157444,0.0007213938647585533,49,45,0.9918590751272319
281437,cg15685144,0.416825243960257,0.32894143468294157,0.08788380927731543,0.5242517955065678,3.6294428578130566,0.0007230181976040813,49,45,0.9918590751272319
333156,cg18909235,0.6844188365403627,0.8106292740924855,-0.1262104375521228,-0.998142599503901,-3.6301534053807556,0.0007214835914239895,49,45,0.9918590751272319
253487,cg14064526,0.5097658903871984,0.39100127236844884,0.1187646180187496,0.7358621358160254,3.6202377221730986,0.0007431843659756996,49,45,0.99746867663235
251583,cg13976210,0.8053993914319489,0.841908913955053,-0.03650952252310402,-0.36853341496368,-3.6224694914804836,0.0007382461175660529,49,45,0.99746867663235
114140,cg05949379,0.7340452779682365,0.8279994263889332,-0.09395414842069671,-0.7602802734974201,-3.620739443553499,0.0007420714500348026,49,45,0.99746867663235
346961,cg19812613,0.7399370212654165,0.8230756797542312,-0.08313865848881474,-0.5992091103714454,-3.6221626521960473,0.0007389231908148441,49,45,0.99746867663235
337417,cg19217022,0.18966791337923875,0.09993964610307021,0.08972826727616853,0.9960233171928031,3.619769955689244,0.0007442234058204947,49,45,0.99746867663235
387498,cg22578433,0.668111993113118,0.7239688422255978,-0.05585684911247979,-0.37527147939489625,-3.6255020532448357,0.0007315863898490828,49,45,0.99746867663235
414725,cg24310874,0.7455842986278886,0.7968059030121225,-0.051221604384233954,-0.3941785041843016,-3.6198747781823126,0.0007439904447142477,49,45,0.99746867663235
422640,cg24798305,0.1748561345594845,0.1315817363829392,0.0432743981765453,0.45570840691298764,3.6227497462532874,0.0007376282260757093,49,45,0.99746867663235
39260,cg01964170,0.6361405705357177,0.7424700896088031,-0.10632951907308541,-0.6776649917569237,-3.6184015554504403,0.0007472710136053666,49,45,0.9987160666507825
471775,rs939290,0.653833998865724,0.4926694317712785,0.16116456709444554,1.4419576959029885,1.2569561801946438,0.21525472362615738,49,45,0.9999982446632829
471774,rs9363764,0.6448571634602317,0.6784809403011482,-0.03362377684091655,-0.3743645406338072,-0.3640534088252158,0.7175231529978611,49,45,0.9999982446632829
471773,rs9292570,0.3892871813617444,0.564019611949347,-0.17473243058760263,-1.5516329786931518,-1.203402751789443,0.23511329498113093,49,45,0.9999982446632829
